order_id,product_id,qty,unit_price,cogs
103663,30,1,51.08,33.21
103663,76,1,289.27,183.21
103664,193,1,27.54,20.83
103665,138,1,111.98,73.13
103665,100,1,22.19,16.26
103665,148,2,77.72,47.52
103665,13,1,35.54,26.07
103666,72,1,32.77,26.22
103667,69,2,23.15,17.34
103668,31,1,121.36,70.5
103669,110,1,72.04,51.11
103670,23,1,12.66,7.66
103671,135,1,46.76,21.66
103672,115,1,47.28,34.12
103672,116,1,106.36,65.52
103672,55,1,94.79,50.28
103673,94,1,58.2,41.2
103674,94,2,61.78,42.89
103674,83,1,83.81,48.67
103675,118,1,62.2,37.03
103675,116,2,111.52,60.71
103675,192,1,94.56,50.3
103676,16,1,197.54,129.89
103676,119,1,35.15,21.58
103677,67,1,314.38,213.51
103678,181,1,31.05,20.83
103678,104,1,324.82,204.55
103679,117,1,130.38,61.32
103679,103,2,48.51,36.07
103679,54,1,41.67,26.96
103679,59,3,54.24,40.32
103680,17,1,35.87,20.15
103680,87,1,34.61,23.7
103680,125,1,40.36,22.68
103681,25,1,50.09,28.63
103681,100,1,23.73,15.93
103681,133,2,50.19,33.57
103682,67,1,296.09,211.07
103682,63,1,46.48,26.0
103682,95,3,55.84,32.26
103683,79,1,11.39,7.23
103684,13,1,35.41,25.55
103685,11,1,32.62,25.45
103686,186,1,37.25,18.92
103686,31,1,114.62,69.16
103687,59,1,61.69,40.27
103687,135,1,41.68,21.44
103688,161,1,30.24,21.95
103688,20,1,18.94,10.07
103689,88,1,49.79,24.37
103689,165,2,79.5,54.34
103690,185,1,128.32,78.56
103690,116,1,104.76,64.68
103691,117,1,132.5,60.71
103691,46,1,51.86,35.15
103692,23,1,12.64,7.53
103692,33,1,29.59,18.89
103692,91,1,83.31,51.71
103693,96,1,81.26,49.46
103694,157,1,19.34,11.52
103695,119,1,34.49,21.4
103696,50,2,28.77,13.98
103696,195,1,16.81,11.04
103697,188,1,23.27,16.47
103698,19,1,59.67,42.98
103698,166,2,193.41,141.71
103698,122,1,27.36,19.62
103699,165,1,78.07,54.12
103700,5,1,85.02,45.36
103701,11,1,37.93,25.47
103701,58,1,323.49,260.91
103702,44,1,186.11,102.48
103702,128,2,38.1,24.33
103703,113,1,143.76,80.8
103704,185,1,128.43,81.47
103704,87,1,33.17,22.86
103704,20,1,20.64,10.11
103705,115,2,46.49,33.79
103706,22,1,38.72,27.43
103707,97,1,136.77,101.2
103708,1,1,26.44,19.43
103709,122,1,32.41,19.34
103710,71,1,19.93,15.67
103711,77,1,37.4,23.97
103712,2,1,30.92,17.51
103712,179,1,105.42,55.92
103713,143,1,49.23,39.32
103714,82,1,33.02,16.44
103714,44,1,168.52,100.92
103715,200,1,19.26,10.36
103715,158,2,41.79,31.75
103715,120,2,337.09,213.67
103716,49,2,227.41,166.39
103717,138,1,130.14,72.11
103718,141,1,21.99,14.98
103719,196,1,112.61,59.85
103719,33,1,25.86,19.26
103720,47,1,116.44,68.48
103720,76,1,273.53,195.62
103721,88,1,43.37,24.71
103721,126,1,31.02,23.78
103722,78,2,36.89,27.12
103722,85,1,60.87,45.72
103722,165,1,88.6,55.52
103723,183,1,25.98,15.79
103724,67,1,327.72,208.24
103724,199,1,43.45,34.1
103724,43,1,39.62,26.37
103725,94,1,59.15,44.82
103725,109,1,37.27,23.47
103725,56,2,24.08,17.3
103726,54,1,41.9,26.95
103726,71,1,18.71,15.31
103726,183,2,23.84,15.95
103727,4,1,132.76,92.66
103727,161,1,32.19,20.06
103728,21,2,118.6,54.35
103729,183,1,23.47,15.96
103729,81,1,78.36,57.48
103730,171,1,27.46,18.6
103731,51,1,16.17,11.56
103731,189,3,30.5,22.01
103732,138,1,127.22,72.23
103732,145,1,54.17,35.78
103732,174,1,15.33,9.75
103733,178,1,58.84,38.21
103734,62,1,31.87,23.8
103735,177,1,42.46,26.25
103735,152,1,43.89,26.84
103736,58,1,348.74,249.17
103737,116,1,108.85,62.42
103738,195,2,16.18,10.64
103739,174,3,14.43,9.58
103740,116,1,107.33,62.5
103741,39,2,35.72,17.08
103742,121,1,266.45,170.45
103743,117,1,116.08,64.04
103744,155,2,45.56,30.65
103744,95,1,54.83,32.61
103744,25,1,48.92,29.54
103745,183,1,23.11,16.82
103746,81,1,85.17,55.12
103747,137,1,18.35,10.16
103748,177,1,44.65,27.83
103748,170,1,18.89,11.04
103749,16,2,202.26,136.12
103750,184,1,168.22,109.08
103751,55,1,100.03,48.41
103752,64,1,78.59,49.49
103753,139,1,150.53,82.93
103754,145,1,55.22,35.08
103755,25,1,52.21,30.83
103756,187,1,67.18,37.92
103757,37,3,77.19,49.29
103758,37,1,74.27,52.28
103759,96,3,83.36,47.66
103760,141,1,22.21,15.2
103760,113,1,139.78,83.82
103761,124,2,40.46,28.54
103761,27,3,78.83,60.81
103761,142,1,107.96,56.84
103762,162,2,40.21,29.33
103762,8,2,66.69,41.45
103762,78,2,39.12,29.0
103763,33,1,28.62,19.0
103763,81,1,82.35,56.99
103764,123,1,133.65,96.21
103764,85,1,62.18,42.17
103765,25,1,50.04,28.73
103765,62,1,30.85,22.34
103765,93,1,26.42,14.32
103766,166,3,207.22,145.31
103767,2,2,33.91,16.98
103767,43,1,42.02,24.99
103768,196,1,116.81,64.24
103768,183,1,25.8,15.85
103769,167,3,39.12,22.8
103769,64,1,77.65,51.86
103770,188,1,24.1,16.24
103770,77,1,35.41,25.44
103771,92,2,55.34,40.14
103772,46,1,49.18,35.68
103772,92,3,61.41,39.08
103773,82,1,29.9,16.74
103773,160,1,108.17,63.32
103773,129,1,41.41,20.01
103773,115,1,49.32,32.18
103774,149,1,230.98,158.35
103775,29,1,22.25,13.42
103775,98,1,376.54,210.94
103775,58,1,309.08,262.84
103775,52,1,38.24,22.22
103776,134,1,112.23,61.88
103777,122,2,30.36,20.2
103778,102,3,55.34,40.09
103779,79,1,12.81,7.04
103780,56,1,24.17,17.82
103780,11,1,32.29,25.39
103781,127,1,94.85,51.95
103782,40,2,389.63,196.86
103782,5,1,84.44,44.28
103782,131,1,41.54,25.2
103783,110,1,69.36,52.23
103784,164,1,33.03,17.9
103784,21,1,120.23,54.02
103784,159,2,41.07,30.56
103785,126,2,34.65,25.19
103785,41,1,26.9,19.52
103785,90,1,105.54,76.16
103785,3,1,31.5,14.47
103786,90,1,111.83,78.31
103787,116,1,121.57,61.42
103788,121,1,220.65,176.28
103788,119,1,36.93,22.1
103788,99,3,219.17,125.02
103789,36,1,39.53,31.45
103790,131,3,36.46,24.04
103790,32,1,28.24,20.33
103791,155,3,46.61,29.77
103792,75,1,132.1,94.18
103793,113,2,142.21,81.04
103793,159,1,43.66,30.36
103794,103,2,43.78,35.61
103795,78,1,42.78,28.69
103796,6,1,256.17,150.61
103796,106,1,134.94,92.11
103797,61,1,298.08,215.54
103798,107,1,49.35,30.45
103799,189,1,30.32,23.57
103800,13,1,38.47,25.09
103800,155,1,48.15,29.88
103800,1,1,25.14,19.76
103801,106,1,150.36,96.29
103802,105,1,35.57,20.39
103803,169,2,26.9,16.08
103803,146,2,19.8,10.47
103804,18,1,129.15,87.67
103804,170,1,18.09,11.05
103805,85,1,56.19,44.15
103806,113,2,139.18,82.25
103807,35,3,93.74,66.83
103808,34,1,52.4,33.84
103809,23,2,14.0,8.25
103809,63,1,42.96,27.98
103810,59,1,53.76,40.89
103811,63,1,47.64,25.85
103812,112,1,72.07,49.3
103813,5,1,83.27,44.33
103813,34,1,55.19,32.58
103813,64,1,88.46,50.81
103814,137,1,18.28,9.74
103814,143,1,51.76,38.68
103814,17,2,32.7,20.44
103815,118,2,62.3,37.22
103816,24,1,50.28,28.41
103817,41,2,25.83,19.03
103817,160,1,96.92,61.26
103818,29,1,22.91,13.1
103818,37,1,67.32,52.49
103818,172,2,21.34,15.36
103818,79,1,11.41,7.34
103819,13,2,40.98,26.44
103820,123,1,138.4,101.66
103820,174,1,16.96,9.08
103821,64,1,89.94,50.54
103822,190,1,47.62,33.81
103822,146,1,17.42,11.04
103823,117,1,126.8,62.27
103824,153,1,25.82,14.38
103824,37,1,68.16,52.47
103824,176,2,330.76,192.2
103825,91,1,86.68,50.03
103826,38,1,70.27,48.27
103827,119,1,36.34,22.7
103827,133,2,60.28,35.2
103828,107,1,46.97,30.26
103828,14,1,84.14,58.03
103829,10,2,75.21,49.92
103829,105,2,40.78,19.58
103830,13,2,41.82,25.52
103831,66,1,16.64,10.17
103832,18,1,156.18,84.7
103832,178,2,60.37,34.76
103832,161,1,30.2,20.46
103832,183,1,26.68,16.85
103833,64,1,89.0,53.56
103833,81,1,84.59,56.53
103833,30,2,50.19,34.67
103834,116,1,121.3,60.47
103835,180,2,51.77,26.99
103836,14,1,89.97,56.93
103836,151,1,51.03,34.76
103837,66,1,17.38,10.22
103837,181,1,36.02,20.59
103838,117,3,131.26,59.9
103839,40,1,369.28,193.46
103840,5,1,85.86,44.54
103841,20,2,21.67,10.13
103842,149,1,213.56,156.45
103843,126,1,30.99,25.45
103843,101,1,49.85,36.3
103844,121,1,245.93,170.56
103844,153,1,21.9,15.0
103845,21,1,112.59,54.46
103845,9,2,85.1,41.82
103846,164,1,34.26,18.36
103847,183,1,26.72,16.4
103848,71,1,21.63,15.61
103849,107,1,49.03,30.2
103849,18,1,137.3,88.02
103849,182,1,68.31,40.47
103850,170,1,17.88,10.64
103851,168,2,35.56,17.79
103851,99,1,205.89,116.75
103852,33,1,28.41,20.16
103852,106,1,148.97,94.09
103852,185,1,116.46,82.67
103853,75,3,142.4,93.82
103854,146,1,18.48,10.89
103854,2,1,30.73,16.96
103855,55,1,86.19,48.62
103856,188,1,21.53,16.4
103856,7,1,44.67,25.17
103857,157,1,20.63,11.66
103858,121,1,241.9,168.34
103858,165,1,92.82,54.73
103859,70,1,22.5,14.94
103860,56,1,21.45,17.42
103860,196,1,118.66,61.57
103860,21,1,114.76,54.14
103861,119,1,38.82,20.75
103861,110,2,81.24,51.08
103861,78,1,42.41,29.25
103862,190,1,47.22,32.79
103862,30,1,47.25,33.99
103862,196,2,109.62,64.52
103863,20,1,19.89,10.19
103864,132,1,46.89,29.45
103864,158,1,40.19,31.16
103865,104,1,345.88,194.23
103866,111,1,44.82,29.18
103867,44,1,180.85,104.43
103868,101,1,54.78,38.43
103868,62,1,29.89,23.35
103868,86,1,45.0,31.7
103869,164,1,28.32,19.39
103870,4,2,137.71,89.49
103870,78,2,40.12,27.51
103870,110,1,78.96,53.6
103871,7,2,44.03,25.4
103871,26,1,37.18,24.85
103872,167,2,37.08,21.8
103873,184,1,166.53,107.34
103874,130,1,44.58,23.45
103875,74,1,93.87,66.16
103876,124,1,37.96,28.4
103877,192,1,83.74,50.16
103878,88,2,49.95,26.19
103878,104,1,320.95,191.91
103879,97,1,148.06,109.04
103880,40,2,386.17,186.25
103880,150,1,12.67,6.45
103881,103,1,50.74,35.1
103881,188,1,24.08,17.08
103881,112,1,78.04,49.66
103882,69,1,25.37,17.37
103882,35,2,90.61,66.15
103883,108,1,38.72,25.3
103883,140,1,85.18,63.37
103884,10,1,78.75,47.16
103885,153,1,25.48,15.37
103885,85,1,57.3,45.66
103886,11,1,37.71,24.83
103887,139,2,151.58,84.95
103888,162,1,43.41,30.75
103889,34,1,53.6,34.64
103890,126,1,34.62,23.78
103891,155,1,46.68,29.03
103891,28,2,287.39,214.13
103891,142,2,95.85,56.31
103891,180,3,54.69,28.63
103892,56,1,22.47,16.85
103893,122,1,29.52,20.52
103893,32,1,28.32,19.82
103894,102,1,55.75,37.22
103894,91,1,78.97,52.46
103894,150,1,12.38,6.42
103894,148,1,84.07,51.46
103895,49,1,227.34,155.33
103895,82,1,31.5,17.81
103896,65,1,90.13,51.52
103897,57,1,30.25,17.02
103898,140,2,98.54,61.9
103899,39,3,36.63,17.67
103899,72,3,37.81,24.17
103900,13,1,42.16,25.83
103901,188,1,24.71,16.66
103902,33,1,29.51,20.67
103903,125,2,40.97,22.91
103903,12,1,89.18,49.47
103903,185,1,122.89,81.73
103904,48,2,34.49,22.5
103905,15,1,61.19,37.2
103906,140,1,84.43,59.68
103907,196,1,103.26,61.25
103908,85,1,59.83,45.5
103909,66,1,15.18,10.82
103909,71,1,20.18,15.53
103909,135,1,39.03,22.06
103910,121,1,264.72,166.76
103910,55,1,86.7,46.67
103910,2,1,34.04,17.32
103911,80,1,56.85,40.18
103912,150,1,12.91,6.82
103913,131,2,41.54,25.6
103914,159,1,42.44,29.9
103914,61,3,326.39,213.7
103914,131,1,36.79,26.01
103914,87,2,33.89,22.31
103915,81,1,90.03,57.43
103916,15,1,56.37,37.18
103917,126,1,30.4,24.52
103917,100,1,20.39,15.45
103917,129,1,40.45,19.92
103918,9,1,92.11,45.08
103919,69,2,22.76,16.86
103920,177,1,43.89,28.77
103920,90,1,118.06,77.53
103921,85,1,56.02,42.7
103921,163,1,89.77,41.93
103921,58,2,341.77,240.77
103922,97,1,134.89,99.24
103922,188,1,23.83,16.75
103923,87,1,30.59,22.48
103924,15,1,51.37,37.21
103925,52,2,44.52,20.63
103926,187,3,75.82,36.4
103927,182,1,72.88,41.84
103928,166,1,177.01,138.14
103928,29,1,26.17,13.5
103929,110,1,77.14,54.09
103929,192,1,93.54,54.32
103930,13,1,35.94,26.05
103931,164,2,31.36,18.98
103931,38,1,69.44,49.02
103932,151,3,45.89,35.56
103932,165,1,82.72,57.2
103933,71,1,20.82,14.98
103933,96,1,75.98,50.87
103933,49,1,230.94,152.06
103933,115,1,51.08,33.86
103934,184,1,158.16,114.84
103935,32,1,29.07,20.12
103936,64,1,91.33,52.24
103937,85,1,59.51,41.9
103937,54,1,39.05,27.05
103937,101,1,50.85,39.7
103937,2,1,33.25,16.44
103938,76,2,262.63,187.69
103938,175,1,60.84,39.86
103938,144,1,12.16,7.39
103939,38,2,62.95,48.16
103939,96,3,82.02,48.42
103939,53,1,14.64,9.41
103940,189,1,35.4,22.95
103940,109,1,33.52,25.05
103940,110,1,81.09,52.16
103941,102,1,55.83,38.85
103942,139,1,146.3,90.54
103943,9,1,81.6,45.45
103944,33,1,26.32,19.56
103945,131,1,38.32,24.13
103945,163,1,74.54,42.58
103945,40,2,386.28,195.36
103946,180,2,53.02,27.16
103946,43,1,43.63,25.42
103946,140,1,92.11,58.94
103947,30,1,52.18,32.2
103948,194,2,353.54,257.9
103948,99,1,215.21,124.32
103949,35,1,88.31,66.53
103949,164,1,31.79,19.35
103950,13,2,42.13,25.8
103951,172,1,23.28,14.58
103951,22,2,43.8,28.64
103952,175,1,56.13,40.19
103952,46,1,49.82,34.47
103953,109,2,38.92,24.0
103954,6,1,221.7,145.7
103955,58,1,308.62,238.8
103956,134,1,117.09,62.52
103957,7,1,37.6,26.15
103958,36,2,38.54,32.23
103959,142,1,96.96,56.14
103959,186,1,33.04,19.39
103960,48,1,37.07,24.3
103961,61,2,338.38,202.5
103961,9,1,81.56,42.41
103962,109,1,33.76,22.95
103963,84,1,108.25,51.06
103964,6,2,256.68,153.45
103964,61,1,296.21,206.99
103964,29,1,24.09,13.27
103965,171,1,25.63,18.87
103965,163,1,77.96,44.16
103966,119,1,34.29,22.34
103967,63,1,39.88,27.69
103968,40,1,359.06,184.05
103968,78,1,40.94,27.05
103969,178,1,59.59,37.41
103970,181,3,30.75,19.31
103970,151,1,45.29,34.93
103971,188,2,24.64,17.59
103971,175,2,54.03,40.07
103972,166,1,203.56,148.01
103973,62,1,31.17,23.24
103974,13,2,36.66,25.67
103974,85,1,54.72,44.16
103975,190,1,50.89,33.72
103976,131,2,38.2,26.27
103976,8,1,59.74,41.42
103977,124,1,38.78,29.47
103978,72,1,34.56,25.66
103979,101,1,49.72,39.46
103980,66,1,14.35,10.6
103981,167,1,41.12,23.11
103982,111,3,37.31,29.66
103983,162,1,43.7,28.98
103983,54,1,35.42,28.09
103984,50,1,26.1,15.23
103985,185,1,141.85,77.82
103986,67,1,337.03,211.91
103987,149,1,228.05,148.85
103987,136,1,37.0,24.18
103987,100,1,23.0,16.27
103988,160,1,98.17,62.13
103988,185,1,133.82,77.51
103988,39,1,38.02,17.95
103989,53,1,14.14,9.46
103990,76,2,292.48,185.93
103990,74,1,101.8,68.13
103990,186,1,38.21,18.09
103990,72,1,32.45,25.65
103991,20,1,18.16,10.69
103991,39,1,38.42,17.05
103992,153,1,26.44,14.69
103993,148,2,82.73,51.78
103993,66,1,16.5,10.86
103993,108,2,37.19,24.19
103994,19,1,57.15,41.33
103995,184,2,164.31,107.34
103996,57,1,29.16,16.33
103997,10,1,70.06,47.89
103998,166,1,182.44,145.61
103999,51,1,18.01,11.41
104000,15,1,57.03,37.08
104001,100,1,22.96,15.27
104002,72,1,38.35,24.98
104002,154,1,40.03,22.88
104003,134,1,115.52,59.53
104004,8,1,68.76,39.11
104005,80,2,52.39,43.4
104006,156,1,22.66,12.17
104006,51,1,18.62,12.41
104007,97,1,160.26,102.29
104007,132,1,49.96,31.75
104008,41,1,23.95,18.29
104009,199,1,42.81,31.4
104009,21,1,102.19,54.85
104009,53,1,15.58,9.61
104010,110,1,72.38,52.97
104011,127,1,94.92,54.44
104012,8,1,64.05,42.4
104012,13,1,37.5,25.94
104012,136,1,40.43,22.84
104012,198,1,42.1,30.85
104013,105,1,40.83,20.56
104013,29,1,23.42,13.19
104014,183,1,23.03,15.92
104014,155,2,52.0,31.37
104014,131,1,39.68,24.79
104015,74,1,103.03,63.0
104016,39,1,35.08,17.99
104017,168,1,35.18,18.48
104018,121,1,248.55,166.46
104018,99,1,222.85,123.16
104019,62,2,33.63,23.71
104019,175,1,58.28,43.67
104020,72,1,38.46,26.34
104021,104,1,383.1,197.64
104021,153,1,22.4,14.86
104021,138,1,130.34,71.73
104022,188,1,21.82,16.38
104023,34,1,57.36,32.16
104023,35,1,97.15,68.14
104023,60,2,190.54,103.16
104023,11,1,33.91,26.02
104024,14,1,80.19,59.58
104024,100,1,20.54,16.66
104025,185,1,127.4,76.74
104026,65,1,93.58,53.03
104027,38,1,72.86,50.59
104028,129,2,41.12,20.73
104028,47,3,105.65,67.96
104029,24,1,49.64,26.25
104030,158,1,46.51,32.42
104031,74,1,102.54,67.4
104031,98,2,368.89,205.2
104031,143,1,53.87,37.9
104031,21,2,103.79,59.18
104032,51,1,17.92,11.79
104032,114,1,36.1,20.0
104033,40,1,391.24,200.64
104034,193,1,29.8,19.97
104035,160,3,93.12,61.99
104036,72,2,36.86,24.41
104036,66,2,17.44,10.43
104037,161,1,35.68,21.5
104038,181,1,31.9,20.45
104038,29,1,25.49,13.33
104038,3,2,26.83,15.07
104039,199,1,50.73,33.88
104039,105,2,36.51,19.71
104039,102,1,60.25,38.55
104039,35,2,90.19,68.03
104040,133,3,53.09,34.39
104040,56,1,24.83,16.87
104041,174,1,16.05,8.99
104041,180,2,48.27,27.6
104041,57,1,25.95,17.16
104042,87,1,29.46,21.86
104043,136,1,43.07,23.52
104044,173,1,190.54,159.92
104045,186,1,33.77,18.11
104045,172,1,23.58,14.85
104045,135,1,42.64,21.87
104046,177,1,40.56,26.29
104047,118,1,59.8,37.85
104048,143,2,56.46,40.35
104048,43,2,41.75,24.95
104049,37,1,76.23,51.27
104050,184,1,163.37,110.36
104050,26,1,36.87,23.83
104051,164,1,31.93,18.37
104052,6,1,259.23,140.81
104053,8,1,65.41,39.17
104053,71,1,21.79,14.87
104054,12,2,89.53,48.14
104055,69,2,26.01,16.55
104055,35,1,95.7,69.21
104056,11,1,38.06,25.44
104056,183,1,26.61,16.08
104057,22,1,37.63,26.98
104057,93,1,28.15,15.06
104057,39,1,38.67,17.32
104058,183,1,26.47,15.94
104058,66,2,14.98,10.2
104059,88,1,49.86,25.87
104060,52,1,37.97,22.24
104061,128,3,41.59,24.3
104062,23,1,13.85,7.85
104063,20,1,20.61,10.73
104064,24,1,51.14,28.31
104064,152,1,42.07,25.08
104065,47,1,102.21,66.37
104066,37,1,74.69,50.14
104067,92,2,58.15,40.07
104068,170,2,19.82,11.19
104068,73,1,93.13,68.68
104069,91,1,88.84,51.93
104069,82,1,33.13,16.26
104070,171,1,27.42,19.66
104070,52,1,38.84,22.34
104070,127,3,93.22,53.52
104071,127,1,81.99,51.51
104071,161,1,32.77,20.2
104072,80,2,59.89,42.54
104073,126,1,30.05,25.55
104073,174,2,15.79,9.27
104073,11,1,36.04,25.24
104073,112,1,78.45,51.73
104074,157,1,20.82,11.67
104074,133,2,59.35,35.55
104075,166,1,208.33,148.08
104076,46,2,50.8,35.04
104076,5,1,93.78,43.43
104076,9,1,82.3,43.15
104077,192,2,86.75,51.56
104077,198,1,44.55,29.77
104077,10,1,79.42,49.76
104078,52,1,44.52,20.45
104079,6,1,253.96,148.55
104079,21,1,110.34,58.69
104079,147,1,26.84,16.86
104080,160,1,93.32,59.78
104081,48,2,38.45,24.35
104082,163,3,81.73,42.18
104082,76,1,284.11,186.84
104083,169,1,28.35,15.59
104083,80,2,59.34,42.95
104083,21,1,123.41,54.39
104083,162,1,44.68,28.85
104084,127,1,83.75,51.13
104084,186,1,38.56,19.36
104085,180,2,53.29,27.33
104085,64,1,82.48,54.06
104086,12,3,83.31,47.26
104087,18,2,137.39,88.04
104087,33,1,26.48,19.4
104087,156,1,20.89,11.62
104087,119,2,34.22,22.48
104088,115,1,53.11,32.11
104088,61,1,310.8,202.36
104089,200,1,18.4,10.69
104090,57,1,28.05,17.31
104090,98,1,354.45,225.02
104091,14,1,86.54,55.24
104091,5,1,83.34,46.69
104092,130,3,46.17,24.11
104092,74,2,101.37,66.73
104092,170,1,17.59,10.73
104093,29,3,26.04,13.01
104094,81,1,88.14,53.9
104095,38,1,73.57,49.99
104095,190,1,54.04,31.86
104095,58,1,367.07,246.5
104096,8,1,65.84,39.07
104097,22,1,41.35,27.55
104098,6,2,236.3,152.15
104099,120,3,393.01,216.12
104100,51,2,18.56,12.24
104101,21,1,107.31,59.42
104101,190,1,47.34,33.62
104101,140,1,96.8,63.28
104101,8,1,63.38,41.72
104102,100,1,23.43,16.09
104103,194,1,313.01,247.48
104104,137,2,19.5,9.71
104105,70,1,19.64,16.04
104106,172,1,22.09,14.46
104107,8,1,62.19,42.45
104107,91,1,83.07,50.48
104108,134,2,102.35,62.34
104109,119,1,36.39,21.82
104109,91,1,85.5,49.31
104110,199,1,45.5,33.73
104110,133,1,58.64,33.97
104111,58,1,363.51,244.84
104112,160,1,93.95,63.46
104113,134,2,104.49,59.94
104113,12,1,86.98,46.63
104113,126,1,35.17,25.59
104114,187,1,63.59,39.13
104115,170,1,19.0,10.7
104116,173,1,205.29,153.95
104117,37,1,79.67,49.22
104118,45,1,309.97,199.77
104118,163,1,82.67,44.65
104118,148,1,90.47,51.53
104119,46,1,49.26,35.74
104120,30,1,50.36,32.13
104120,133,3,60.03,33.39
104121,190,1,47.9,33.78
104121,159,1,43.94,30.69
104121,165,1,90.63,56.97
104121,149,1,246.27,157.45
104122,80,1,60.23,40.06
104123,52,1,38.17,22.54
104124,81,1,93.05,56.2
104124,181,1,31.37,20.38
104125,32,1,28.75,19.77
104126,107,1,44.28,30.01
104126,89,1,55.8,39.23
104127,200,1,18.39,11.21
104127,2,1,34.0,16.01
104128,50,1,28.25,14.91
104128,116,1,115.24,64.76
104128,37,3,67.16,49.14
104129,33,1,26.82,19.87
104130,166,1,175.77,141.89
104131,172,3,23.48,14.64
104132,132,3,47.61,30.62
104132,108,1,39.44,23.15
104133,46,1,55.98,36.82
104133,64,1,81.59,52.52
104134,130,1,46.05,24.68
104134,12,1,89.05,46.92
104134,184,2,166.91,110.97
104135,102,1,59.57,37.21
104136,134,1,113.63,59.91
104137,157,1,21.82,12.1
104137,18,3,155.01,85.71
104138,79,1,12.91,6.96
104138,200,1,21.38,10.92
104138,185,1,131.64,80.0
104138,58,1,347.61,252.69
104139,94,1,55.82,40.88
104139,96,1,84.66,46.21
104139,13,1,41.87,24.8
104139,105,1,40.63,20.41
104140,122,1,29.23,19.01
104140,160,2,108.41,63.97
104140,10,1,70.01,51.65
104140,29,1,23.1,12.63
104141,65,1,102.79,54.29
104142,31,1,128.38,74.6
104143,125,1,37.78,23.25
104144,105,1,39.83,20.07
104144,169,1,30.63,16.67
104144,48,1,39.29,24.61
104145,111,1,38.19,28.01
104145,138,2,107.22,71.65
104146,18,1,139.27,81.27
104147,200,1,18.7,10.53
104147,35,1,104.41,64.57
104147,5,1,90.25,47.14
104147,1,1,27.43,19.39
104148,19,1,63.9,43.69
104148,11,1,34.51,26.2
104148,21,1,111.83,54.76
104149,61,2,308.09,206.98
104150,194,1,319.3,269.03
104151,9,1,90.86,44.3
104152,137,1,19.06,9.87
104152,197,1,32.76,20.64
104152,172,1,25.05,14.11
104152,149,2,244.59,154.14
104153,192,1,91.17,52.12
104153,178,1,54.88,34.93
104153,180,1,49.84,29.03
104154,106,2,157.08,89.72
104155,116,1,107.94,64.13
104155,199,2,48.87,32.04
104155,43,2,41.65,26.6
104156,118,1,54.38,36.64
104157,107,1,44.53,32.73
104158,135,1,40.84,21.78
104158,42,1,54.85,38.66
104159,57,1,30.97,17.34
104159,168,1,33.96,18.19
104160,94,1,56.0,42.29
104160,44,2,190.42,102.28
104160,56,1,23.41,17.74
104160,95,1,59.42,31.39
104161,59,1,59.51,41.01
104161,35,1,88.86,69.57
104162,83,1,93.5,49.76
104162,23,2,13.72,8.16
104162,125,1,43.49,22.44
104163,70,3,20.66,15.34
104163,186,1,39.49,19.55
104163,55,1,99.09,48.73
104164,128,1,41.22,23.43
104165,17,2,30.47,21.4
104166,108,1,43.24,24.27
104167,175,1,61.18,41.27
104168,35,2,90.34,68.41
104169,47,1,117.71,65.3
104169,195,1,16.82,11.38
104169,93,1,30.27,15.16
104169,138,1,116.04,73.05
104170,165,1,81.03,57.61
104170,150,1,12.46,6.4
104171,25,1,56.43,30.75
104171,187,1,68.98,38.17
104172,137,1,19.52,9.66
104173,10,1,78.69,49.57
104173,14,1,81.02,60.0
104174,111,1,41.63,27.7
104174,10,1,77.28,48.85
104175,73,1,84.38,72.2
104176,129,3,39.39,19.82
104177,154,1,41.05,23.87
104177,77,1,34.62,24.01
104178,122,2,31.22,18.71
104178,165,3,87.4,54.5
104178,157,2,19.61,12.23
104179,22,1,41.61,27.4
104179,99,1,193.83,117.81
104180,188,1,20.87,16.15
104180,130,1,46.31,23.55
104181,81,1,84.57,53.89
104181,79,1,13.15,7.01
104181,121,1,220.95,170.52
104182,35,2,105.84,69.04
104182,36,1,40.93,29.9
104183,160,1,99.21,60.27
104184,60,1,207.85,108.06
104185,4,1,134.88,89.06
104186,34,1,51.23,33.74
104187,1,1,30.49,19.96
104187,169,1,31.15,15.54
104188,118,1,55.33,36.34
104188,83,2,88.01,49.07
104188,174,2,17.15,9.8
104189,199,1,47.66,32.93
104190,23,2,13.76,7.85
104190,15,1,62.43,37.95
104190,132,1,47.91,30.22
104190,118,1,56.78,36.83
104191,73,1,96.32,69.11
104192,56,1,22.75,17.05
104193,145,1,52.18,36.22
104193,189,1,30.03,23.61
104193,140,2,92.82,60.56
104193,54,1,36.25,28.03
104194,111,1,44.75,28.69
104195,146,1,17.62,10.15
104196,81,1,80.34,58.0
104197,122,1,29.43,19.06
104197,17,1,33.18,20.76
104197,58,1,363.76,259.42
104198,102,2,58.91,37.53
104199,76,1,268.74,198.19
104200,33,1,28.81,20.7
104201,43,1,41.95,26.41
104201,63,1,39.67,27.25
104202,9,2,81.88,43.22
104203,139,1,148.31,86.17
104204,29,1,23.46,12.64
104205,7,1,42.42,26.44
104206,196,1,120.55,63.83
104207,34,2,57.32,34.54
104208,120,1,342.98,224.8
104209,144,1,14.24,7.51
104209,190,2,44.94,33.55
104210,33,1,25.27,19.89
104210,164,1,28.33,18.12
104210,51,1,16.58,11.45
104211,153,1,23.76,14.28
104212,101,1,52.08,36.36
104213,183,1,25.88,15.42
