order_id,return_date_key,return_reason,return_amt
110607,20240704,Late delivery,141.17
110617,20240711,Changed mind,36.91
110659,20240704,Other,78.38
110669,20240616,Size/fit,32.41
110671,20240711,Changed mind,111.68
110682,20240625,Defective,78.76
110690,20240704,Size/fit,41.48
110694,20240617,Changed mind,61.64
110695,20240625,Size/fit,61.25
110699,20240622,Other,24.43
110703,20240622,Size/fit,37.39
110705,20240628,Defective,6.96
110711,20240627,Defective,38.1
110739,20240617,Other,111.2
110766,20240711,Other,183.55
110776,20240616,Size/fit,200.13
110779,20240621,Size/fit,149.76
110798,20240709,Size/fit,39.18
110807,20240702,Size/fit,28.98
110816,20240711,Defective,46.23
110847,20240703,Size/fit,34.88
110863,20240618,Changed mind,22.47
110878,20240622,Other,41.32
110891,20240619,Changed mind,86.51
110918,20240705,Size/fit,86.57
110924,20240623,Other,28.17
110925,20240707,Changed mind,223.32
110929,20240619,Late delivery,237.35
110942,20240701,Size/fit,21.12
110943,20240621,Other,752.59
110994,20240711,Changed mind,71.53
111005,20240626,Changed mind,92.82
111012,20240710,Changed mind,59.47
111014,20240706,Changed mind,31.51
111023,20240713,Changed mind,51.67
111044,20240626,Size/fit,254.08
111066,20240620,Changed mind,230.84
111072,20240705,Changed mind,267.47
111086,20240712,Changed mind,22.72
111116,20240630,Size/fit,67.91
111128,20240709,Changed mind,89.97
111152,20240711,Size/fit,78.66
111181,20240622,Size/fit,36.09
111186,20240626,Size/fit,49.15
111188,20240710,Defective,146.24
111219,20240705,Defective,18.78
111224,20240720,Size/fit,111.45
111244,20240711,Late delivery,45.7
111247,20240713,Late delivery,30.04
111260,20240709,Changed mind,26.52
111287,20240701,Late delivery,53.73
111293,20240716,Late delivery,124.31
111334,20240706,Defective,17.48
111361,20240713,Size/fit,180.95
111369,20240716,Defective,37.56
111371,20240714,Defective,89.05
111398,20240715,Late delivery,66.87
111400,20240721,Size/fit,13.21
111419,20240625,Changed mind,37.94
111424,20240704,Size/fit,42.62
111429,20240712,Other,10.35
111449,20240721,Other,70.09
111461,20240713,Late delivery,14.04
111473,20240716,Size/fit,11.67
111475,20240627,Changed mind,52.15
111480,20240630,Late delivery,37.24
111486,20240711,Size/fit,27.61
111489,20240714,Changed mind,5.68
111492,20240722,Size/fit,70.33
111511,20240711,Defective,25.44
111558,20240704,Changed mind,41.8
111562,20240710,Late delivery,35.68
111566,20240711,Late delivery,6.98
111636,20240715,Defective,63.05
111641,20240720,Other,28.92
111648,20240711,Size/fit,15.0
111659,20240725,Size/fit,63.3
111705,20240713,Late delivery,90.62
111709,20240722,Changed mind,25.5
111711,20240630,Changed mind,28.54
111722,20240709,Changed mind,39.11
111731,20240723,Late delivery,231.89
111733,20240716,Late delivery,89.98
111758,20240717,Size/fit,179.21
111760,20240702,Defective,5.87
111783,20240703,Changed mind,21.86
111785,20240720,Changed mind,57.51
111793,20240711,Size/fit,21.82
111828,20240729,Other,44.91
111833,20240711,Defective,32.5
111848,20240721,Size/fit,227.8
111876,20240714,Size/fit,265.65
111924,20240722,Defective,104.23
111964,20240707,Other,24.76
111984,20240705,Changed mind,43.25
111988,20240711,Other,254.88
111992,20240710,Size/fit,166.09
112016,20240726,Defective,48.27
112024,20240801,Size/fit,210.02
112041,20240708,Defective,393.26
112042,20240724,Late delivery,262.42
112063,20240718,Changed mind,267.65
112069,20240713,Size/fit,87.77
112078,20240721,Changed mind,36.12
112084,20240720,Size/fit,5.3
112102,20240802,Size/fit,74.76
112106,20240713,Changed mind,26.61
112107,20240722,Size/fit,25.1
112126,20240726,Size/fit,129.38
112129,20240712,Size/fit,3.78
112134,20240713,Size/fit,30.26
112147,20240716,Size/fit,39.93
112155,20240710,Changed mind,68.73
112157,20240708,Late delivery,66.33
112161,20240713,Defective,235.17
112162,20240722,Other,53.36
112164,20240721,Other,264.81
112173,20240727,Changed mind,52.56
112179,20240803,Size/fit,9.5
112193,20240707,Other,24.29
112195,20240724,Size/fit,166.34
112208,20240724,Changed mind,97.67
112220,20240713,Defective,92.19
112238,20240715,Changed mind,204.51
112247,20240714,Changed mind,50.59
112267,20240719,Size/fit,52.81
112271,20240721,Other,5.47
112283,20240728,Size/fit,36.08
112288,20240730,Changed mind,78.13
112298,20240727,Defective,101.1
112306,20240718,Size/fit,82.37
112311,20240805,Defective,34.56
112321,20240801,Late delivery,169.21
112332,20240730,Size/fit,133.91
112336,20240725,Other,9.69
112362,20240726,Defective,27.78
112376,20240728,Size/fit,118.76
112381,20240724,Size/fit,145.33
112383,20240727,Other,105.16
112397,20240713,Late delivery,8.53
112400,20240716,Defective,37.51
112408,20240720,Changed mind,77.96
112409,20240801,Changed mind,76.43
112421,20240806,Late delivery,28.11
112434,20240808,Size/fit,31.45
112438,20240804,Size/fit,21.4
112458,20240804,Defective,34.37
112467,20240803,Changed mind,17.45
112479,20240731,Late delivery,13.82
112483,20240715,Size/fit,53.53
112496,20240722,Defective,13.75
112498,20240721,Late delivery,5.87
112507,20240801,Changed mind,58.61
112508,20240726,Size/fit,10.4
112513,20240730,Changed mind,18.66
112514,20240724,Changed mind,18.01
112519,20240804,Changed mind,81.68
112535,20240804,Changed mind,55.07
112560,20240809,Late delivery,11.45
112580,20240729,Defective,160.5
112603,20240727,Defective,68.44
112621,20240801,Other,132.39
112654,20240729,Size/fit,83.58
112655,20240717,Size/fit,242.93
112668,20240802,Late delivery,227.72
112669,20240715,Changed mind,13.24
112695,20240721,Changed mind,36.74
112711,20240723,Changed mind,40.0
112713,20240810,Changed mind,27.1
112724,20240720,Size/fit,38.72
112756,20240724,Changed mind,63.38
112768,20240722,Other,40.14
112769,20240730,Size/fit,358.51
112787,20240717,Other,126.77
112801,20240807,Size/fit,44.01
112828,20240805,Size/fit,47.93
112831,20240805,Changed mind,61.94
112836,20240718,Defective,36.12
112852,20240803,Other,132.49
112861,20240724,Size/fit,61.93
112867,20240806,Changed mind,18.68
112898,20240814,Defective,318.98
112907,20240801,Size/fit,114.62
112912,20240810,Size/fit,21.09
112924,20240803,Defective,35.09
112940,20240814,Defective,37.25
112953,20240810,Late delivery,21.92
112954,20240811,Late delivery,26.61
112965,20240719,Changed mind,24.4
112966,20240806,Changed mind,173.39
112976,20240815,Late delivery,30.93
112982,20240817,Late delivery,24.34
112984,20240727,Size/fit,35.88
112985,20240809,Size/fit,93.51
113001,20240729,Size/fit,64.28
113044,20240802,Other,42.85
113049,20240801,Late delivery,364.77
113051,20240729,Size/fit,45.85
113069,20240816,Changed mind,21.25
113070,20240727,Defective,46.76
113104,20240728,Size/fit,12.73
113106,20240725,Defective,48.01
113118,20240812,Defective,149.82
113131,20240801,Late delivery,54.52
113132,20240815,Defective,59.99
113145,20240724,Changed mind,20.33
113152,20240723,Changed mind,32.08
113176,20240725,Size/fit,19.16
113218,20240723,Changed mind,17.54
113226,20240812,Changed mind,148.7
113254,20240806,Late delivery,106.82
113271,20240728,Changed mind,152.65
113278,20240804,Other,31.92
113291,20240820,Size/fit,102.14
113301,20240725,Changed mind,85.45
113320,20240726,Defective,371.04
113339,20240820,Size/fit,20.21
113347,20240805,Late delivery,18.77
113358,20240801,Defective,63.3
113362,20240816,Size/fit,48.1
113363,20240814,Defective,131.98
113375,20240728,Size/fit,75.19
113381,20240822,Late delivery,67.46
113388,20240727,Defective,55.42
113391,20240821,Size/fit,25.74
113409,20240728,Changed mind,420.61
113418,20240808,Other,121.93
113441,20240811,Defective,21.76
113464,20240806,Defective,48.16
113481,20240806,Size/fit,30.27
113504,20240728,Size/fit,96.13
113528,20240806,Size/fit,63.76
113531,20240812,Late delivery,15.39
113541,20240819,Changed mind,76.54
113548,20240820,Defective,87.55
113566,20240817,Changed mind,21.36
113570,20240816,Defective,157.5
113588,20240818,Other,92.51
113590,20240821,Size/fit,362.89
113592,20240806,Size/fit,30.88
113595,20240813,Defective,114.69
113600,20240801,Size/fit,163.86
113616,20240805,Size/fit,49.72
113627,20240805,Size/fit,149.6
113671,20240731,Changed mind,149.1
113675,20240825,Changed mind,62.32
113685,20240817,Changed mind,198.41
113689,20240816,Defective,332.61
113693,20240730,Late delivery,32.3
113741,20240807,Changed mind,46.51
113754,20240818,Size/fit,69.28
113781,20240825,Defective,76.98
113788,20240809,Changed mind,202.82
113790,20240818,Size/fit,40.19
113793,20240822,Defective,41.54
113807,20240825,Other,74.97
113811,20240808,Late delivery,226.12
113851,20240804,Size/fit,33.71
113881,20240812,Changed mind,419.82
113884,20240805,Changed mind,443.55
113909,20240819,Size/fit,472.33
113910,20240820,Changed mind,52.59
113911,20240803,Changed mind,10.46
113921,20240810,Changed mind,56.18
113951,20240821,Size/fit,24.85
113956,20240818,Defective,256.09
113972,20240812,Late delivery,47.01
113975,20240809,Other,27.84
113982,20240825,Changed mind,36.47
113983,20240831,Size/fit,18.36
113985,20240819,Changed mind,25.43
114008,20240816,Changed mind,4.82
114029,20240825,Other,113.17
114036,20240811,Changed mind,76.45
114061,20240815,Defective,80.82
114064,20240826,Other,38.0
114067,20240831,Size/fit,20.01
114070,20240824,Other,207.94
114090,20240902,Other,63.18
114093,20240808,Late delivery,354.3
114094,20240818,Defective,262.54
114102,20240825,Late delivery,9.72
114110,20240901,Late delivery,13.34
114124,20240830,Late delivery,270.45
114131,20240812,Late delivery,208.35
114146,20240812,Size/fit,32.25
114196,20240815,Late delivery,218.91
114202,20240820,Defective,45.31
114208,20240809,Changed mind,27.12
114229,20240818,Other,130.0
114260,20240828,Late delivery,49.19
114274,20240819,Late delivery,23.38
114277,20240828,Changed mind,109.92
114284,20240830,Size/fit,7.51
114287,20240813,Late delivery,17.29
114327,20240827,Changed mind,63.72
114340,20240809,Changed mind,6.68
114356,20240826,Size/fit,4.91
114367,20240904,Size/fit,47.1
114424,20240822,Changed mind,36.34
114438,20240814,Size/fit,609.39
114466,20240827,Defective,221.74
114482,20240815,Late delivery,35.32
114488,20240817,Late delivery,12.88
114490,20240818,Late delivery,23.16
114494,20240813,Size/fit,45.81
114495,20240820,Defective,12.54
114507,20240830,Defective,162.96
114517,20240812,Changed mind,73.89
114533,20240819,Changed mind,35.96
114543,20240828,Other,6.18
114546,20240818,Defective,47.8
114556,20240820,Changed mind,65.39
114561,20240825,Defective,229.74
114577,20240906,Late delivery,47.04
114613,20240824,Changed mind,74.91
114623,20240816,Late delivery,84.37
114627,20240823,Size/fit,104.23
114628,20240831,Changed mind,102.37
114642,20240817,Changed mind,16.76
114664,20240827,Defective,56.66
114669,20240906,Late delivery,46.85
114670,20240910,Changed mind,27.17
114674,20240816,Other,16.35
114677,20240825,Defective,88.32
114680,20240827,Size/fit,39.96
114691,20240910,Size/fit,27.48
114698,20240814,Size/fit,11.96
114700,20240906,Size/fit,20.54
114729,20240818,Late delivery,69.97
114737,20240824,Size/fit,38.09
114741,20240902,Late delivery,27.45
114742,20240824,Size/fit,233.16
114754,20240828,Defective,81.28
114761,20240912,Changed mind,25.32
114788,20240906,Size/fit,121.55
114790,20240817,Changed mind,53.01
114804,20240911,Changed mind,12.39
114827,20240821,Changed mind,674.0
114842,20240820,Other,28.92
114847,20240909,Size/fit,22.84
114871,20240831,Late delivery,33.7
114872,20240909,Size/fit,12.71
114898,20240825,Defective,32.12
114912,20240822,Defective,18.68
114917,20240910,Defective,33.89
114929,20240913,Changed mind,21.48
114934,20240910,Other,138.5
114945,20240913,Size/fit,17.94
114955,20240820,Defective,48.36
114984,20240819,Size/fit,54.21
114991,20240830,Size/fit,42.8
115003,20240914,Defective,81.63
115007,20240831,Late delivery,226.79
115017,20240827,Size/fit,16.81
115024,20240905,Defective,40.27
115037,20240906,Size/fit,180.15
115042,20240915,Changed mind,59.96
115056,20240910,Changed mind,14.15
115061,20240903,Changed mind,106.32
115062,20240827,Size/fit,139.48
115072,20240829,Size/fit,35.24
115074,20240831,Defective,32.67
115095,20240822,Changed mind,70.81
115112,20240911,Late delivery,30.18
115113,20240822,Changed mind,94.89
115124,20240904,Changed mind,93.89
115149,20240918,Late delivery,20.05
115173,20240830,Size/fit,60.0
115181,20240919,Late delivery,32.76
115191,20240901,Changed mind,64.71
115199,20240901,Defective,150.47
115203,20240907,Other,10.31
115264,20240910,Other,26.72
115267,20240825,Defective,17.02
115276,20240914,Other,17.41
115281,20240902,Other,39.81
115288,20240905,Changed mind,150.01
115320,20240919,Late delivery,6.34
115341,20240912,Changed mind,24.26
115348,20240918,Other,107.73
115359,20240916,Defective,8.33
115375,20240905,Defective,151.92
115377,20240917,Size/fit,123.18
115386,20240908,Other,28.51
115402,20240921,Changed mind,19.39
115404,20240917,Size/fit,98.95
115416,20240921,Size/fit,44.5
115418,20240915,Other,128.59
115420,20240906,Size/fit,272.74
115431,20240901,Changed mind,181.18
115472,20240829,Defective,12.27
115482,20240829,Size/fit,183.1
115490,20240907,Changed mind,77.94
115492,20240905,Size/fit,207.16
115502,20240911,Size/fit,121.66
115517,20240910,Other,108.51
115523,20240905,Late delivery,74.88
115534,20240920,Size/fit,139.61
115540,20240901,Size/fit,100.91
115558,20240919,Changed mind,53.31
115560,20240915,Changed mind,15.77
115568,20240919,Changed mind,43.44
115582,20240924,Size/fit,214.3
115586,20240831,Changed mind,51.94
115593,20240912,Size/fit,38.27
115611,20240922,Changed mind,6.47
115636,20240924,Late delivery,161.18
115641,20240919,Late delivery,21.88
115655,20240907,Other,61.55
115660,20240906,Changed mind,223.35
115683,20240903,Late delivery,43.87
115689,20240831,Defective,59.2
115699,20240831,Size/fit,113.45
115720,20240908,Size/fit,64.28
115738,20240903,Size/fit,26.19
115744,20240913,Late delivery,17.11
115765,20240917,Changed mind,25.55
115771,20240915,Other,96.13
115781,20240911,Changed mind,41.27
115787,20240922,Late delivery,62.27
115796,20240906,Other,375.42
115803,20240923,Late delivery,47.36
115811,20240928,Late delivery,48.08
115815,20240918,Other,419.15
115870,20240910,Size/fit,43.65
115903,20240926,Size/fit,69.49
115916,20240918,Changed mind,20.19
115934,20240903,Size/fit,51.76
115943,20240905,Size/fit,20.98
115945,20240911,Size/fit,93.94
115955,20240909,Defective,31.29
115956,20240913,Changed mind,137.08
115963,20240928,Defective,104.04
116008,20240925,Changed mind,57.27
116024,20240917,Size/fit,265.34
116048,20240918,Defective,154.12
116076,20241001,Size/fit,47.34
116077,20241001,Size/fit,86.17
116092,20240917,Size/fit,16.56
116093,20240914,Size/fit,53.25
116094,20241002,Size/fit,22.5
116095,20241002,Late delivery,137.96
116096,20240916,Size/fit,16.08
116098,20240925,Changed mind,19.03
116130,20240905,Changed mind,20.49
116147,20240909,Late delivery,49.4
116149,20240930,Defective,78.55
116155,20241001,Size/fit,156.6
116166,20240913,Changed mind,66.47
116170,20240928,Defective,31.25
116171,20240908,Other,230.97
116176,20240907,Other,151.64
116190,20240920,Changed mind,100.03
116205,20240912,Size/fit,234.24
116207,20240930,Changed mind,311.25
116209,20240928,Defective,24.95
116216,20240916,Changed mind,75.75
116221,20240920,Size/fit,16.02
116261,20241005,Late delivery,63.2
116266,20240924,Defective,197.68
116274,20240927,Defective,29.0
116286,20240910,Other,28.27
116287,20240911,Changed mind,248.72
116298,20240920,Size/fit,24.26
116319,20240913,Defective,8.03
116321,20240928,Size/fit,5.28
116343,20240919,Defective,51.7
116346,20240910,Defective,212.47
116354,20240925,Defective,20.33
116360,20241007,Size/fit,213.75
116367,20240920,Size/fit,16.22
116376,20240919,Size/fit,93.91
116379,20240914,Late delivery,12.65
116396,20240911,Size/fit,96.16
116419,20240926,Defective,351.26
116435,20240917,Other,150.7
116445,20241008,Late delivery,30.83
116466,20241008,Defective,107.04
116503,20241006,Size/fit,167.89
116507,20240925,Defective,108.78
116510,20240921,Changed mind,38.18
116550,20241010,Other,17.31
116560,20241002,Late delivery,88.01
116563,20240917,Size/fit,64.34
116564,20241010,Late delivery,25.4
116579,20240913,Size/fit,21.78
116581,20240924,Defective,142.92
116596,20241001,Defective,159.91
116604,20241011,Size/fit,82.2
116618,20241003,Defective,117.0
116622,20240924,Defective,29.16
116624,20240926,Changed mind,53.69
116647,20240918,Late delivery,97.16
116650,20241007,Defective,30.86
116669,20240927,Late delivery,55.98
116675,20241008,Defective,177.29
116697,20240919,Late delivery,268.42
116709,20241003,Size/fit,161.56
116715,20241004,Size/fit,79.09
116718,20241012,Other,8.26
116725,20241002,Late delivery,104.26
116727,20241011,Size/fit,44.8
116734,20240919,Other,87.85
116744,20240922,Changed mind,7.16
116750,20240924,Size/fit,25.76
116759,20241008,Changed mind,11.91
116765,20241002,Late delivery,66.81
116767,20241005,Size/fit,22.82
116791,20241002,Size/fit,41.59
116794,20240924,Changed mind,239.83
116797,20240923,Late delivery,66.84
116800,20241008,Size/fit,67.26
116802,20240921,Size/fit,35.76
116806,20240921,Changed mind,6.58
116843,20241004,Defective,89.08
116852,20240924,Late delivery,76.29
116855,20241004,Other,40.81
116861,20240924,Size/fit,11.84
116862,20241014,Size/fit,37.8
116873,20240920,Changed mind,93.92
116874,20240924,Changed mind,32.91
116875,20240918,Size/fit,24.85
116877,20240923,Changed mind,76.0
116881,20241011,Size/fit,147.73
116953,20241008,Changed mind,11.48
116959,20241006,Other,133.49
116981,20240925,Late delivery,45.45
116999,20240925,Other,361.37
117017,20240919,Defective,61.25
117031,20241008,Size/fit,6.39
117050,20241017,Changed mind,38.72
117061,20240921,Late delivery,301.53
117071,20240929,Late delivery,203.86
117072,20241006,Changed mind,232.8
117103,20241005,Late delivery,72.94
117104,20241018,Size/fit,16.93
117122,20240927,Other,35.68
117124,20241014,Defective,40.13
117134,20241017,Size/fit,55.83
117138,20241016,Size/fit,17.59
117142,20240930,Defective,32.35
117152,20240928,Size/fit,187.29
117164,20241010,Size/fit,290.5
117169,20240928,Defective,33.32
117198,20241012,Late delivery,128.09
117224,20241004,Size/fit,121.33
117234,20241019,Size/fit,26.81
117244,20240926,Size/fit,392.14
117252,20241020,Other,87.67
117254,20240925,Late delivery,5.2
117272,20241019,Size/fit,33.29
117298,20240929,Changed mind,60.24
117300,20241012,Other,14.36
117303,20241003,Late delivery,9.14
117307,20241005,Changed mind,14.77
117314,20241013,Size/fit,48.81
117317,20241009,Other,59.77
117327,20241006,Changed mind,281.42
117334,20241008,Changed mind,14.06
117344,20240928,Defective,54.8
117352,20240925,Late delivery,251.3
117358,20241015,Size/fit,75.49
117377,20241010,Size/fit,106.57
117384,20241002,Size/fit,11.59
117395,20241003,Other,46.68
117407,20240928,Changed mind,20.17
117415,20241009,Other,96.04
117422,20241021,Late delivery,111.85
117427,20241019,Changed mind,118.4
117428,20241003,Size/fit,14.08
117495,20241002,Changed mind,28.02
117504,20241016,Defective,61.65
117508,20241003,Size/fit,38.02
117566,20240930,Late delivery,79.03
117574,20241001,Defective,24.0
117591,20241010,Changed mind,34.92
117594,20241003,Size/fit,19.54
117612,20241013,Size/fit,80.11
117623,20241017,Size/fit,184.15
117635,20241013,Defective,12.06
117648,20240930,Size/fit,108.58
117654,20241021,Defective,99.12
117690,20241007,Size/fit,292.86
117721,20241007,Other,69.5
117724,20241008,Changed mind,112.62
117727,20241023,Changed mind,21.7
117742,20241017,Late delivery,18.05
117755,20241003,Size/fit,41.03
117757,20241008,Other,11.45
117769,20241003,Size/fit,66.63
117787,20241018,Size/fit,258.82
117790,20241008,Changed mind,12.58
117793,20241014,Size/fit,36.64
117801,20241008,Defective,179.63
117813,20241014,Size/fit,14.73
117854,20241009,Other,160.77
117865,20241002,Size/fit,19.94
117875,20241021,Late delivery,120.84
117919,20241004,Changed mind,21.2
117932,20241008,Changed mind,263.46
117941,20241029,Size/fit,32.69
117945,20241008,Size/fit,30.89
117946,20241016,Defective,12.1
117947,20241025,Late delivery,10.55
117965,20241005,Changed mind,35.12
117970,20241020,Other,17.15
117974,20241027,Late delivery,19.73
117984,20241013,Changed mind,76.11
117992,20241005,Changed mind,20.51
117996,20241004,Changed mind,35.51
118002,20241014,Other,84.61
118038,20241030,Defective,38.42
118054,20241005,Size/fit,32.65
118062,20241024,Other,67.4
118081,20241017,Defective,122.14
118085,20241027,Other,135.01
118103,20241014,Other,51.4
118122,20241019,Size/fit,52.25
118127,20241020,Size/fit,9.51
118163,20241013,Size/fit,10.99
118195,20241019,Changed mind,133.66
118196,20241028,Changed mind,120.35
118202,20241030,Size/fit,72.42
118221,20241015,Late delivery,36.09
118222,20241026,Size/fit,52.61
118224,20241101,Size/fit,161.2
118237,20241102,Size/fit,18.59
118246,20241006,Changed mind,84.7
118272,20241009,Defective,24.95
118282,20241028,Size/fit,235.73
118311,20241009,Late delivery,57.06
118321,20241020,Changed mind,131.13
118323,20241101,Changed mind,30.07
118334,20241007,Size/fit,48.77
118342,20241023,Size/fit,156.81
118390,20241018,Late delivery,39.95
118395,20241008,Size/fit,76.35
118416,20241011,Changed mind,24.39
118427,20241014,Changed mind,17.27
118435,20241024,Size/fit,49.0
118437,20241019,Defective,19.88
118442,20241026,Changed mind,35.83
118443,20241009,Changed mind,12.87
118451,20241022,Changed mind,49.62
118463,20241024,Defective,174.04
118464,20241029,Changed mind,26.88
118470,20241012,Other,248.62
118488,20241022,Size/fit,16.44
118489,20241014,Late delivery,63.58
118537,20241011,Other,63.9
118578,20241027,Size/fit,95.66
118638,20241102,Changed mind,23.55
118644,20241109,Late delivery,194.26
118656,20241028,Changed mind,147.84
118661,20241101,Changed mind,55.99
118679,20241025,Late delivery,60.59
118682,20241031,Changed mind,23.26
118709,20241101,Changed mind,54.28
118746,20241110,Size/fit,93.18
118754,20241107,Defective,30.51
118768,20241106,Late delivery,21.7
118793,20241103,Defective,81.08
118796,20241030,Changed mind,32.13
118803,20241027,Size/fit,117.18
118824,20241021,Changed mind,20.49
118834,20241023,Changed mind,225.65
118838,20241020,Size/fit,359.2
118854,20241108,Changed mind,342.24
118856,20241110,Late delivery,129.91
118859,20241107,Changed mind,17.99
118866,20241102,Size/fit,125.29
118867,20241019,Changed mind,22.46
118883,20241026,Changed mind,59.28
118894,20241111,Late delivery,205.1
118897,20241112,Other,318.33
118901,20241028,Late delivery,744.95
118906,20241109,Late delivery,44.91
118921,20241105,Late delivery,48.05
118961,20241027,Late delivery,32.63
118970,20241112,Size/fit,191.67
119001,20241107,Changed mind,53.08
119002,20241110,Size/fit,193.13
119004,20241017,Size/fit,140.01
119007,20241109,Other,27.57
119013,20241102,Defective,48.24
119015,20241026,Changed mind,89.2
119034,20241105,Other,483.29
119036,20241025,Late delivery,34.12
119057,20241103,Late delivery,39.05
119063,20241029,Size/fit,16.33
119071,20241106,Size/fit,48.13
119076,20241020,Other,279.66
119106,20241023,Late delivery,156.81
119116,20241111,Size/fit,13.43
119137,20241111,Late delivery,63.34
119216,20241020,Late delivery,252.75
119217,20241116,Size/fit,13.65
119261,20241025,Changed mind,22.63
119268,20241025,Defective,35.41
119271,20241029,Defective,29.04
119309,20241029,Size/fit,40.27
119311,20241119,Size/fit,29.98
119318,20241026,Other,12.59
119328,20241031,Other,106.22
119346,20241026,Size/fit,30.96
119347,20241023,Changed mind,134.08
119391,20241101,Size/fit,416.08
119392,20241117,Size/fit,26.57
119396,20241110,Changed mind,70.85
119400,20241030,Other,126.36
119413,20241023,Changed mind,41.81
119429,20241107,Changed mind,10.4
119471,20241029,Size/fit,63.83
119480,20241120,Size/fit,137.25
119482,20241102,Size/fit,102.58
119486,20241108,Size/fit,17.2
119493,20241028,Size/fit,26.84
119504,20241120,Size/fit,80.68
119505,20241111,Size/fit,208.74
119506,20241030,Changed mind,39.53
119536,20241105,Size/fit,94.9
119538,20241027,Size/fit,43.46
119540,20241025,Size/fit,63.29
119566,20241122,Size/fit,247.97
119581,20241027,Changed mind,26.79
119582,20241108,Changed mind,169.17
119596,20241028,Late delivery,312.35
119602,20241122,Changed mind,63.46
119603,20241122,Other,18.62
119627,20241112,Size/fit,100.63
119648,20241031,Defective,49.58
119657,20241102,Size/fit,71.29
119669,20241113,Changed mind,62.93
119676,20241029,Size/fit,151.91
119679,20241030,Other,27.78
119684,20241122,Changed mind,165.43
119691,20241104,Size/fit,43.51
119703,20241115,Other,23.97
119715,20241122,Late delivery,26.63
119732,20241104,Size/fit,83.9
119742,20241122,Changed mind,53.87
119795,20241125,Size/fit,36.88
119797,20241101,Late delivery,114.86
119803,20241107,Late delivery,209.95
119826,20241108,Other,55.86
119848,20241125,Defective,18.21
119853,20241123,Changed mind,146.58
119854,20241108,Size/fit,60.83
119856,20241122,Late delivery,94.28
119862,20241125,Defective,446.6
119866,20241105,Late delivery,43.98
119872,20241108,Defective,192.56
119884,20241108,Changed mind,17.29
119886,20241107,Defective,50.9
119890,20241107,Late delivery,57.59
119892,20241104,Changed mind,101.29
119908,20241113,Size/fit,51.34
119925,20241125,Size/fit,63.32
119937,20241108,Late delivery,17.41
119975,20241125,Changed mind,59.39
120020,20241128,Changed mind,22.92
120034,20241115,Changed mind,26.43
120064,20241123,Changed mind,300.12
120067,20241104,Changed mind,134.61
120100,20241118,Changed mind,91.74
120101,20241112,Changed mind,214.69
120102,20241125,Defective,32.34
120115,20241104,Other,9.52
120127,20241114,Changed mind,288.59
120136,20241126,Size/fit,253.68
120139,20241119,Size/fit,14.76
120140,20241120,Size/fit,16.24
120154,20241125,Size/fit,73.37
120164,20241127,Defective,44.95
120166,20241109,Size/fit,193.9
120181,20241128,Size/fit,18.58
120183,20241122,Late delivery,69.56
120185,20241112,Size/fit,195.98
120195,20241112,Defective,17.28
120203,20241106,Other,123.9
120243,20241124,Other,16.27
120245,20241108,Size/fit,353.57
120320,20241114,Late delivery,407.74
120334,20241121,Changed mind,30.5
120338,20241115,Changed mind,48.71
120357,20241124,Late delivery,15.19
120367,20241130,Size/fit,356.97
120387,20241115,Defective,79.63
120412,20241112,Late delivery,47.31
120443,20241106,Late delivery,56.58
120462,20241115,Late delivery,12.59
120472,20241107,Size/fit,44.2
120476,20241115,Defective,21.17
120492,20241128,Size/fit,119.17
120529,20241129,Size/fit,87.72
120530,20241123,Defective,180.95
120532,20241116,Late delivery,129.45
120541,20241127,Size/fit,40.4
120548,20241117,Other,16.97
120552,20241111,Defective,35.54
120553,20241201,Changed mind,66.42
120562,20241115,Defective,250.72
120574,20241119,Defective,11.51
120582,20241110,Changed mind,22.52
120590,20241130,Size/fit,10.97
120612,20241126,Changed mind,116.28
120642,20241120,Defective,267.92
120671,20241125,Defective,13.46
120674,20241112,Changed mind,55.72
120686,20241120,Defective,175.37
120695,20241116,Size/fit,77.38
120697,20241117,Changed mind,496.13
120701,20241125,Size/fit,128.79
120728,20241123,Late delivery,139.41
120748,20241202,Size/fit,11.34
120771,20241208,Defective,285.21
120811,20241112,Size/fit,119.23
120815,20241207,Defective,57.47
120816,20241124,Size/fit,111.08
120829,20241130,Late delivery,11.95
120842,20241208,Changed mind,22.32
120849,20241123,Changed mind,16.06
120851,20241203,Changed mind,332.3
120852,20241204,Size/fit,519.32
120854,20241130,Changed mind,79.12
120899,20241118,Late delivery,42.73
120900,20241130,Other,211.14
120902,20241122,Changed mind,8.37
120919,20241201,Changed mind,23.67
120927,20241202,Late delivery,105.64
120943,20241120,Other,33.22
120945,20241124,Size/fit,129.68
120948,20241205,Size/fit,66.85
120955,20241118,Size/fit,13.65
120973,20241115,Other,80.23
120980,20241120,Defective,16.01
120987,20241117,Size/fit,70.02
120995,20241112,Size/fit,45.0
120999,20241112,Changed mind,34.82
121008,20241116,Size/fit,91.19
121013,20241127,Late delivery,145.19
121014,20241114,Size/fit,60.66
121030,20241210,Changed mind,16.18
121052,20241113,Changed mind,16.54
121067,20241126,Changed mind,6.18
121073,20241208,Changed mind,34.69
121074,20241203,Changed mind,70.62
121079,20241126,Changed mind,58.18
121084,20241126,Changed mind,240.47
121094,20241203,Changed mind,32.85
121097,20241113,Defective,15.46
121115,20241124,Other,41.93
121127,20241202,Size/fit,16.87
121153,20241206,Changed mind,86.25
